unnamed_0,pid,sex,age,race,delay,counterbalance,order_cond,cfmt_score,cfmt_itemlevel_est,cfmt_setlevel_est,cfmt_self_perc,cfmq,cfmq01,lineup_setlevel_est,lineup_self_perc,lineup,repetitions,position,tpta,firstclick,lastclick,pagesubmit,decision,expression,justification,confidence,accuracy,spell_expression,spell_justification,expression_spellcheck,justification_spellcheck,log_rt,chooser,state_comb,log_rt_mad,cfmt_z,cfmq_z,log_rt_z,confidence_z,confidence_order,target,combined_spellcheck
11,3,Female,32,White,day,cb9,order1,48,56.0,25,30,67,3,6,50,L4,4,2,TA,20.109,63.774,65.166,Foil 1,i am not as certain on this one,the face looks familiar i seem to remember the nose and eyes,40,0,0,0,I am not as certain on this one,the face looks familiar I seem to remember the nose and eyes,3.00116747604393,yes,i am not as certain on this one the face looks familiar i seem to remember the nose and eyes,1.27248228042064,-0.93274453504284,-0.0755045994074925,1.21696854864635,-0.722718092267941,40,0,I am not as certain on this one the face looks familiar I seem to remember the nose and eyes
12,3,Female,32,White,day,cb9,order1,48,56.0,25,30,67,3,6,50,L6,4,8,TA,6.516,25.955,26.763,Foil 1,very sure about this,He looks like my neighbor,100,0,0,0,very sure about this,He looks like my neighbor,1.8742606907398,yes,very sure about this He looks like my neighbor,-0.191516909730113,-0.93274453504284,-0.0755045994074925,-0.225560696351715,1.39101680532187,100,0,very sure about this He looks like my neighbor
13,3,Female,32,White,day,cb9,order1,48,56.0,25,30,67,3,6,50,L8,2,4,TP,14.85,49.884,50.78,Target,i am just over 50% sure,i know there werent many blondes in the line up yesterday and this face is standing out,60,1,0,werent,I am just over 50% sure,I know there weren't many blondes in the line up yesterday and this face is standing out,2.69799986524871,yes,i am just over 50% sure i know there werent many blondes in the line up yesterday and this face is standing out,0.878627932863085,-0.93274453504284,-0.0755045994074925,0.828890181907021,-0.0181397930713375,60,1,I am just over 50% sure I know there weren't many blondes in the line up yesterday and this face is standing out
14,3,Female,32,White,day,cb9,order1,48,56.0,25,30,67,3,6,50,L12,4,7,TP,8.173,37.9,39.043,Target,i am pretty sure about this one,I remember the eye brows i can recall saying how straight they were,80,1,0,0,I am pretty sure about this one,I remember the eye brows I can recall saying how straight they were,2.10083603853399,yes,i am pretty sure about this one I remember the eye brows i can recall saying how straight they were,0.10283407830596,-0.93274453504284,-0.0755045994074925,0.0644735546183194,0.686438506125266,80,1,I am pretty sure about this one I remember the eye brows I can recall saying how straight they were
15,3,Female,32,White,day,cb9,order1,48,56.0,25,30,67,3,6,50,L5,4,10,TP,13.28,29.986,30.975,Foil 3,low certainty,they are all starting to look alike at this moment,20,0,0,0,low certainty,they are all starting to look alike at this moment,2.58625914404829,yes,low certainty they are all starting to look alike at this moment,0.733462132570093,-0.93274453504284,-0.0755045994074925,0.685853277443551,-1.42729639146454,20,0,low certainty they are all starting to look alike at this moment
16,3,Female,32,White,day,cb9,order1,48,56.0,25,30,67,3,6,50,L3,4,6,TP,29.313,63.163,64.394,Target,i was torn between 2 of these faces,something about the nose of this one is triggering a memory,40,1,0,0,I was torn between 2 of these faces,something about the nose of this one is triggering a memory,3.37803110363032,yes,i was torn between 2 of these faces something about the nose of this one is triggering a memory,1.76207738516113,-0.93274453504284,-0.0755045994074925,1.69938360840012,-0.722718092267941,40,1,I was torn between 2 of these faces something about the nose of this one is triggering a memory
17,3,Female,32,White,day,cb9,order1,48,56.0,25,30,67,3,6,50,L9,2,1,TA,9.588,43.776,45.241,Foil 5,im about 80% certain,i remember the crooked smile,80,0,im,0,I'm about 80% certain,I remember the crooked smile,2.26051231657214,yes,im about 80% certain i remember the crooked smile,0.3102744316543,-0.93274453504284,-0.0755045994074925,0.268871738928039,0.686438506125266,80,0,I'm about 80% certain I remember the crooked smile
18,5,Female,33,White,fiveMin,cb5,order1,39,72.0,46,61,76,4,10,54,L1,2,9,TP,3.83,13.082,13.911,Foil 1,sure,jaw,100,0,0,0,sure,jaw,1.34286480319255,yes,sure jaw,-0.88186961606212,-1.87720555482424,1.01526499604272,-0.905789193025223,1.39101680532187,100,0,sure jaw
19,5,Female,33,White,fiveMin,cb5,order1,39,72.0,46,61,76,4,10,54,L6,2,5,TA,4.805,13.926,14.504,Foil 2,certain,eyes,100,0,0,0,certain,eyes,1.56965704242226,yes,certain eyes,-0.587236857705667,-1.87720555482424,1.01526499604272,-0.615477303972972,1.39101680532187,100,0,certain eyes
20,5,Female,33,White,fiveMin,cb5,order1,39,72.0,46,61,76,4,10,54,L11,2,1,TA,12.394,25.074,25.928,Foil 3,certain,the eyes,100,0,0,0,certain,the eyes,2.51721248453992,yes,certain the eyes,0.643761498124458,-1.87720555482424,1.01526499604272,0.597468127128417,1.39101680532187,100,0,certain the eyes
21,5,Female,33,White,fiveMin,cb5,order1,39,72.0,46,61,76,4,10,54,L7,2,4,TP,10.01,20.719,21.585,Target,certain,nose,80,1,0,0,certain,nose,2.30358459332713,yes,certain nose,0.366230948297546,-1.87720555482424,1.01526499604272,0.324007638079588,0.686438506125266,80,1,certain nose
22,5,Female,33,White,fiveMin,cb5,order1,39,72.0,46,61,76,4,10,54,L9,2,11,TP,6.661,19.63,20.496,Target,100%,certain,100,1,0,0,100%,certain,1.89626962343104,yes,100% certain,-0.162924429805195,-1.87720555482424,1.01526499604272,-0.19738753289903,1.39101680532187,100,1,100% certain
23,5,Female,33,White,fiveMin,cb5,order1,39,72.0,46,61,76,4,10,54,L10,4,8,TA,4.739,13.253,14.168,Foil 5,sure,eyes,80,0,0,0,sure,eyes,1.55582614298545,yes,sure eyes,-0.605205003641601,-1.87720555482424,1.01526499604272,-0.633181942175885,0.686438506125266,80,0,sure eyes
24,5,Female,33,White,fiveMin,cb5,order1,39,72.0,46,61,76,4,10,54,L2,4,3,TA,8.486,24.456,25.203,Foil 4,certain,eyebrows,100,0,0,0,certain,eyebrows,2.13841774678013,yes,certain eyebrows,0.151657628890921,-1.87720555482424,1.01526499604272,0.112581094593254,1.39101680532187,100,0,certain eyebrows
25,5,Female,33,White,fiveMin,cb5,order1,39,72.0,46,61,76,4,10,54,L8,4,10,TA,6.551,17.457,19.349,Foil 5,certain,jawline,100,0,0,0,certain,jawline,1.87961770974974,yes,certain jawline,-0.184557441924568,-1.87720555482424,1.01526499604272,-0.21870329102891,1.39101680532187,100,0,certain jawline
26,5,Female,33,White,fiveMin,cb5,order1,39,72.0,46,61,76,4,10,54,L5,4,6,TP,9.867,20.773,21.58,Foil 1,certain,certain,100,0,0,0,certain,certain,2.28919585587503,yes,certain certain,0.3475380978756,-1.87720555482424,1.01526499604272,0.305588923378487,1.39101680532187,100,0,certain certain
27,5,Female,33,White,fiveMin,cb5,order1,39,72.0,46,61,76,4,10,54,L3,4,7,TP,11.983,25.443,26.001,Foil 4,pretty sure,eyes,80,0,0,0,pretty sure,eyes,2.48348897870038,yes,pretty sure eyes,0.599950256696179,-1.87720555482424,1.01526499604272,0.554299389437069,0.686438506125266,80,0,pretty sure eyes
28,6,Female,41,White,day,cb11,order2,52,62.0,66,83,54,4,10,74,L2,4,9,TP,47.587,81.491,82.447,Foil 2,a little bit of confident,the hair style and face,80,0,0,0,a little bit of confident,the hair style and face,3.86255961469256,yes,a little bit of confident the hair style and face,2.39154324431703,-0.512984081806663,-1.65106068172447,2.31961818002356,0.686438506125266,80,0,a little bit of confident the hair style and face
29,6,Female,41,White,day,cb11,order2,52,62.0,66,83,54,4,10,74,L10,4,5,TP,14.444,61.332,62.724,Foil 5,i certain confidently,face and hair,60,0,0,0,I certain confidently,face and hair,2.67027910341521,yes,i certain confidently face and hair,0.842615040400423,-0.512984081806663,-1.65106068172447,0.793405428278837,-0.0181397930713375,60,0,I certain confidently face and hair
30,6,Female,41,White,day,cb11,order2,52,62.0,66,83,54,4,10,74,L3,4,3,TA,7.729,45.966,46.897,Foil 4,it is a lot of confident,memorize some of the face.,60,0,0,0,it is a lot of confident,memorize some of the face.,2.04497948812473,yes,it is a lot of confident memorize some of the face.,0.0302691194023711,-0.512984081806663,-1.65106068172447,-0.0070272194837006,-0.0181397930713375,60,0,it is a lot of confident memorize some of the face.
31,6,Female,41,White,day,cb11,order2,52,62.0,66,83,54,4,10,74,L11,2,1,TP,15.876,67.167,69.57,Foil 4,i am confident a little bit.,hair and face,80,0,0,0,I am confident a little bit.,hair and face,2.76480853492082,yes,i am confident a little bit. hair and face,0.965421126027348,-0.512984081806663,-1.65106068172447,0.914410529355657,0.686438506125266,80,0,I am confident a little bit. hair and face
32,6,Female,41,White,day,cb11,order2,52,62.0,66,83,54,4,10,74,L4,2,2,TP,35.686,129.973,130.722,Foil 3,i am certain a lot,i remember the face.,80,0,0,0,I am certain a lot,I remember the face.,3.57475845500924,yes,i am certain a lot i remember the face.,2.01765192500341,-0.512984081806663,-1.65106068172447,1.9512100783051,0.686438506125266,80,0,I am certain a lot I remember the face.
33,6,Female,41,White,day,cb11,order2,52,62.0,66,83,54,4,10,74,L1,2,7,TA,2.339,4.818,44.706,Foil 3,totally certain,i am remember the face,80,0,0,0,totally certain,I am remember the face,0.849723487602042,yes,totally certain i am remember the face,-1.5225246339122,-0.512984081806663,-1.65106068172447,-1.53704883129615,0.686438506125266,80,0,totally certain I am remember the face
34,7,Female,29,White,fiveMin,cb8,order2,48,44.66666667,20,56,81,4,7,50,L6,2,12,TP,4.495,11.983,12.64,Target,100,face,100,1,0,0,100,face,1.50296566792358,yes,100 face,-0.673877669110265,-0.93274453504284,1.62124810462617,-0.700847504381774,1.39101680532187,100,1,100 face
35,7,Female,29,White,fiveMin,cb8,order2,48,44.66666667,20,56,81,4,7,50,L10,2,1,TA,1.687,19.943,20.785,Foil 5,certain,i remmeber the face,60,0,0,remmeber,certain,I remember the face,0.522951803563831,yes,certain i remmeber the face,-1.94704375744115,-0.93274453504284,1.62124810462617,-1.95534226675112,-0.0181397930713375,60,0,certain I remember the face
36,7,Female,29,White,fiveMin,cb8,order2,48,44.66666667,20,56,81,4,7,50,L11,2,6,TP,1.333,11.237,11.98,Foil 4,certain,remember face,100,0,0,0,certain,remember face,0.287432041196572,yes,certain remember face,-2.25301470895788,-0.93274453504284,1.62124810462617,-2.2568260712861,1.39101680532187,100,0,certain remember face
37,7,Female,29,White,fiveMin,cb8,order2,48,44.66666667,20,56,81,4,7,50,L8,2,11,TA,2.758,11.014,11.839,Foil 2,100,face,100,0,0,0,100,face,1.01450577937111,yes,100 face,-1.30845090141976,-0.93274453504284,1.62124810462617,-1.32611454814643,1.39101680532187,100,0,100 face
38,7,Female,29,White,fiveMin,cb8,order2,48,44.66666667,20,56,81,4,7,50,L4,2,10,TP,5.338,14.27,15.031,Target,kinda,not sure,40,1,0,0,kinda,not sure,1.67485105098233,yes,kinda not sure,-0.450576092725801,-0.93274453504284,1.62124810462617,-0.480820706173239,-0.722718092267941,40,1,kinda not sure
39,7,Female,29,White,fiveMin,cb8,order2,48,44.66666667,20,56,81,4,7,50,L12,4,9,TP,3.81,13.858,14.589,Foil 2,kinda,i think i remember,40,0,0,0,kinda,I think I remember,1.33762918913861,yes,kinda i think i remember,-0.88867136296335,-0.93274453504284,1.62124810462617,-0.912491190463547,-0.722718092267941,40,0,kinda I think I remember
40,7,Female,29,White,fiveMin,cb8,order2,48,44.66666667,20,56,81,4,7,50,L5,4,3,TP,1.764,15.283,16.012,Target,100,i remember the face,100,1,0,0,100,I remember the face,0.5675839575846,yes,100 i remember the face,-1.88906075636848,-0.93274453504284,1.62124810462617,-1.89820960211388,1.39101680532187,100,1,100 I remember the face
41,7,Female,29,White,fiveMin,cb8,order2,48,44.66666667,20,56,81,4,7,50,L3,4,7,TP,4.188,14.115,14.998,Foil 5,certain,remember face,60,0,0,0,certain,remember face,1.43222329300829,yes,certain remember face,-0.76578125948343,-0.93274453504284,1.62124810462617,-0.79140330367833,-0.0181397930713375,60,0,certain remember face
42,7,Female,29,White,fiveMin,cb8,order2,48,44.66666667,20,56,81,4,7,50,L7,4,8,TA,4.377,12.618,13.769,Foil 4,certain,remember face,60,0,0,0,certain,remember face,1.47636355820876,yes,certain remember face,-0.708437286273538,-0.93274453504284,1.62124810462617,-0.734900295386956,-0.0181397930713375,60,0,certain remember face
43,7,Female,29,White,fiveMin,cb8,order2,48,44.66666667,20,56,81,4,7,50,L9,4,2,TA,2.103,15.255,16.273,Foil 5,certain,i remember the face,60,0,0,0,certain,I remember the face,0.743364896720563,yes,certain i remember the face,-1.66069834352744,-0.93274453504284,1.62124810462617,-1.67319618598788,-0.0181397930713375,60,0,certain I remember the face
44,7,Female,29,White,fiveMin,cb8,order2,48,44.66666667,20,56,81,4,7,50,L1,4,5,TA,2.457,14.656,15.424,Foil 4,pretty sure,remember face,80,0,0,0,pretty sure,remember face,0.898941093539042,yes,pretty sure remember face,-1.45858453152522,-0.93274453504284,1.62124810462617,-1.4740464278509,0.686438506125266,80,0,pretty sure remember face
45,8,Male,37,White,fiveMin,cb9,order1,34,44.66666667,16,26,53,4,3,21,L6,4,8,TA,7.503,29.528,30.344,Foil 3,not certain,I am not fully certain he was in the lineup.,40,0,0,0,not certain,I am not fully certain he was in the lineup.,2.01530294056359,yes,not certain I am not fully certain he was in the lineup.,-0.008284594323168,-2.40190612136946,-1.77225730344116,-0.0450155325418838,-0.722718092267941,40,0,not certain I am not fully certain he was in the lineup.
46,8,Male,37,White,fiveMin,cb9,order1,34,44.66666667,16,26,53,4,3,21,L2,2,3,TP,3.301,24.737,25.538,Foil 1,fairly certain,I am sure he was in the lineup,80,0,0,0,fairly certain,I am sure he was in the lineup,1.19422545287106,yes,fairly certain I am sure he was in the lineup,-1.07497155788465,-2.40190612136946,-1.77225730344116,-1.09605924250266,0.686438506125266,80,0,fairly certain I am sure he was in the lineup
47,8,Male,37,White,fiveMin,cb9,order1,34,44.66666667,16,26,53,4,3,21,L11,4,11,TA,5.072,21.391,22.246,Foil 2,almost certain,He was in the lineup,40,0,0,0,almost certain,He was in the lineup,1.62373521713492,yes,almost certain He was in the lineup,-0.516982241248804,-2.40190612136946,-1.77225730344116,-0.546252990519143,-0.722718092267941,40,0,almost certain He was in the lineup
48,8,Male,37,White,fiveMin,cb9,order1,34,44.66666667,16,26,53,4,3,21,L8,2,4,TP,7.22,28.009,29.366,Foil 3,fairly certain,I am fairly certain this person was in the lineup.,80,0,0,0,fairly certain,I am fairly certain this person was in the lineup.,1.97685495290473,yes,fairly certain I am fairly certain this person was in the lineup.,-0.0582335550797595,-2.40190612136946,-1.77225730344116,-0.0942319782430759,0.686438506125266,80,0,fairly certain I am fairly certain this person was in the lineup.
49,8,Male,37,White,fiveMin,cb9,order1,34,44.66666667,16,26,53,4,3,21,L12,4,7,TP,5.089,25.893,26.511,Target,not very,I am not very certain he was in the lineup,60,1,0,0,not very,I am not very certain he was in the lineup,1.6270813476067,yes,not very I am not very certain he was in the lineup,-0.512635180458421,-2.40190612136946,-1.77225730344116,-0.541969680554152,-0.0181397930713375,60,1,not very I am not very certain he was in the lineup
50,9,Female,30,White,day,cb12,order1,70,70.0,59,52,63,3,5,48,L5,2,8,TA,28.048,65.963,67.302,Foil 2,I am sixty percent sure,I just feel like I remember his face,60,0,0,0,I am sixty percent sure,I just feel like I remember his face,3.33391732817888,yes,I am sixty percent sure I just feel like I remember his face,1.70476782559719,1.37593795775613,-0.560291086274254,1.64291450906925,-0.0181397930713375,60,0,I am sixty percent sure I just feel like I remember his face
51,9,Female,30,White,day,cb12,order1,70,70.0,59,52,63,3,5,48,L2,2,1,TP,21.584,101.589,102.775,Target,I am 60 percent sure,The face looks familiar but the shirt is making me think I'm wrong,60,1,0,0,I am 60 percent sure,The face looks familiar but the shirt is making me think I'm wrong,3.0719522994654,yes,I am 60 percent sure The face looks familiar but the shirt is making me think I'm wrong,1.36444101695095,1.37593795775613,-0.560291086274254,1.3075786853667,-0.0181397930713375,60,1,I am 60 percent sure The face looks familiar but the shirt is making me think I'm wrong
52,9,Female,30,White,day,cb12,order1,70,70.0,59,52,63,3,5,48,L10,2,7,TP,4.989,48.091,49.522,Target,I am one hundred percent certain,I remember his hair and facial hair,100,1,0,0,I am one hundred percent certain,I remember his hair and facial hair,1.6072354888789,yes,I am one hundred percent certain I remember his hair and facial hair,-0.538417544611547,1.37593795775613,-0.560291086274254,-0.567373939344926,1.39101680532187,100,1,I am one hundred percent certain I remember his hair and facial hair
53,9,Female,30,White,day,cb12,order1,70,70.0,59,52,63,3,5,48,L3,2,2,TA,39.393,132.949,134.834,Foil 4,I am forty percent sure,He looks familiar,40,0,0,0,I am forty percent sure,He looks familiar,3.67358813554498,yes,I am forty percent sure He looks familiar,2.14604459612229,1.37593795775613,-0.560291086274254,2.07771983608258,-0.722718092267941,40,0,I am forty percent sure He looks familiar
54,9,Female,30,White,day,cb12,order1,70,70.0,59,52,63,3,5,48,L8,2,12,TP,6.486,60.528,62.035,Foil 5,I am sixty percent sure,The way he is holding his head looks familiar,60,0,0,0,I am sixty percent sure,The way he is holding his head looks familiar,1.86964600788513,yes,I am sixty percent sure The way he is holding his head looks familiar,-0.197511985853663,1.37593795775613,-0.560291086274254,-0.231467853058079,-0.0181397930713375,60,0,I am sixty percent sure The way he is holding his head looks familiar
55,9,Female,30,White,day,cb12,order1,70,70.0,59,52,63,3,5,48,L6,4,4,TP,33.265,79.829,81.216,Target,I am one hundred percent sure,I definitely remember his face and hair,100,1,0,0,I am one hundred percent sure,I definitely remember his face and hair,3.50450579319385,yes,I am one hundred percent sure I definitely remember his face and hair,1.92638453594789,1.37593795775613,-0.560291086274254,1.86128115026133,1.39101680532187,100,1,I am one hundred percent sure I definitely remember his face and hair
56,9,Female,30,White,day,cb12,order1,70,70.0,59,52,63,3,5,48,L11,4,5,TP,4.667,60.369,62.273,Target,I am sixty percent sure,I am pretty sure he was pictured yesterday but not completely certain,60,1,0,0,I am sixty percent sure,I am pretty sure he was pictured yesterday but not completely certain,1.54051646696768,yes,I am sixty percent sure I am pretty sure he was pictured yesterday but not completely certain,-0.625094273618301,1.37593795775613,-0.560291086274254,-0.652779530614509,-0.0181397930713375,60,1,I am sixty percent sure I am pretty sure he was pictured yesterday but not completely certain
57,9,Female,30,White,day,cb12,order1,70,70.0,59,52,63,3,5,48,L4,4,9,TP,23.756,66.863,68.183,Target,I am one hundred percent certain,I distinctively remember his nose,100,1,0,0,I am one hundred percent certain,I distinctively remember his nose,3.16783513015361,yes,I am one hundred percent certain I distinctively remember his nose,1.48900534499253,1.37593795775613,-0.560291086274254,1.43031624375634,1.39101680532187,100,1,I am one hundred percent certain I distinctively remember his nose
58,9,Female,30,White,day,cb12,order1,70,70.0,59,52,63,3,5,48,L7,4,10,TA,6.974,35.435,36.622,Foil 5,I am eighty percent certain,I remember his nose and mouth,80,0,0,0,I am eighty percent certain,I remember his nose and mouth,1.94218894825346,yes,I am eighty percent certain I remember his nose and mouth,-0.103269225640154,1.37593795775613,-0.560291086274254,-0.138607188481257,0.686438506125266,80,0,I am eighty percent certain I remember his nose and mouth
59,9,Female,30,White,day,cb12,order1,70,70.0,59,52,63,3,5,48,L9,4,11,TA,4.152,170.043,171.302,Foil 2,I am forty percent sure,I am guessing and he looks familiar,40,0,0,0,I am forty percent sure,I am guessing and he looks familiar,1.42359014586359,yes,I am forty percent sure I am guessing and he looks familiar,-0.776996845894941,1.37593795775613,-0.560291086274254,-0.802454410473507,-0.722718092267941,40,0,I am forty percent sure I am guessing and he looks familiar
60,9,Female,30,White,day,cb12,order1,70,70.0,59,52,63,3,5,48,L1,4,3,TA,3.85,48.375,49.717,Foil 4,I am 60 percent sure,I recognize his facial features,60,0,0,0,I am 60 percent sure,I recognize his facial features,1.34807314829969,yes,I am 60 percent sure I recognize his facial features,-0.875103295086585,1.37593795775613,-0.560291086274254,-0.899122101981786,-0.0181397930713375,60,0,I am 60 percent sure I recognize his facial features
61,10,Male,75,White,fiveMin,cb3,order1,43,44.0,5,19,61,2,2,26,L12,4,2,TA,24.793,74.745,76.79,Foil 2,maybe,"this is close, but I'm not sure it is a match",40,0,0,0,maybe,"this is close, but I'm not sure it is a match",3.21056135526412,yes,"maybe this is close, but I'm not sure it is a match",1.54451229532391,-1.45744510158806,-0.802684329707634,1.48500916960791,-0.722718092267941,40,0,"maybe this is close, but I'm not sure it is a match"
62,10,Male,75,White,fiveMin,cb3,order1,43,44.0,5,19,61,2,2,26,L9,2,6,TP,13.666,93.467,94.946,Foil 5,somewhat,hair & face seem familiar,60,0,0,0,somewhat,hair & face seem familiar,2.61491099635859,yes,somewhat hair & face seem familiar,0.770684633246825,-1.45744510158806,-0.802684329707634,0.722529900053306,-0.0181397930713375,60,0,somewhat hair & face seem familiar
63,10,Male,75,White,fiveMin,cb3,order1,43,44.0,5,19,61,2,2,26,L11,4,7,TP,7.203,72.425,73.974,Target,somewhat,hair & expression seem familiar,60,1,0,0,somewhat,hair & expression seem familiar,1.97449760590723,yes,somewhat hair & expression seem familiar,-0.0612960569124429,-1.45744510158806,-0.802684329707634,-0.0972495676558482,-0.0181397930713375,60,1,somewhat hair & expression seem familiar
64,10,Male,75,White,fiveMin,cb3,order1,43,44.0,5,19,61,2,2,26,L4,4,12,TP,19.24,104.818,108.095,Foil 1,slightly,him & lower left seem slightly familiar,20,0,0,0,slightly,him & lower left seem slightly familiar,2.95699144523756,yes,slightly him & lower left seem slightly familiar,1.21509184301446,-1.45744510158806,-0.802684329707634,1.16041975756873,-1.42729639146454,20,0,slightly him & lower left seem slightly familiar
65,11,Male,25,White,fiveMin,cb6,order2,30,54.0,22,41,51,2,3,37,L1,4,12,TP,4.214,22.824,23.63,Target,certain,his lighter toned skin looks familiar,80,1,0,0,certain,his lighter toned skin looks familiar,1.438412315382,yes,certain his lighter toned skin looks familiar,-0.757740910573394,-2.82166657460563,-2.01465054687454,-0.783480868665562,0.686438506125266,80,1,certain his lighter toned skin looks familiar
66,11,Male,25,White,fiveMin,cb6,order2,30,54.0,22,41,51,2,3,37,L11,4,8,TA,2.258,24.294,24.563,Foil 1,70% certain,He has a longer face which looks similar to the mental image i have of them,80,0,0,0,70% certain,He has a longer face which looks similar to the mental image I have of them,0.81447946572747,yes,70% certain He has a longer face which looks similar to the mental image i have of them,-1.56831122438703,-2.82166657460563,-2.01465054687454,-1.58216394900458,0.686438506125266,80,0,70% certain He has a longer face which looks similar to the mental image I have of them
67,11,Male,25,White,fiveMin,cb6,order2,30,54.0,22,41,51,2,3,37,L10,2,1,TA,11.514,28.299,29.659,Foil 3,Not very certain,I believe it matches the same hair style,20,0,0,0,Not very certain,I believe it matches the same hair style,2.44356368625362,yes,Not very certain I believe it matches the same hair style,0.548082083950359,-2.82166657460563,-2.01465054687454,0.503191877510951,-1.42729639146454,20,0,Not very certain I believe it matches the same hair style
